customer_id,age,annual_income,credit_score,gender,purchase
142,43,78992.79,711,Female,true
143,25,54384.8,786,Male,true
144,24,62292.87,593,Male,false
145,60,80880.69,402,Female,false
146,50,54942.83,814,Male,false
147,20,49629.15,312,Female,true
148,26,50361.77,552,Male,false
149,26,93037.86,642,Male,true
150,31,71208.76,785,Male,true
151,33,75818.55,332,Female,true
152,39,45848.72,399,Male,true
153,61,88892.81,504,Male,true
154,59,70222.08,560,Male,false
155,59,69281.0,802,Female,true
156,66,95378.98,448,Male,true
157,32,57671.47,425,Male,false
158,69,57462.81,411,Male,true
159,28,73560.64,664,Male,true
160,75,51209.44,626,Female,true
161,61,67055.22,493,Male,true
162,49,77353.22,681,Female,true
163,28,63802.51,624,Male,true
164,36,92561.62,593,Female,false
165,24,82861.76,716,Female,true
166,65,76183.38,559,Male,true
167,39,95795.68,671,Female,true
168,40,94838.2,801,Male,false
169,58,48326.94,449,Male,true
170,71,70241.32,453,Male,false
171,26,67849.92,690,Male,true
172,23,87463.04,820,Female,true
173,36,91852.8,611,Male,false
174,53,76617.46,652,Male,true
175,28,96189.67,779,Female,true
176,70,75676.02,594,Male,true
177,39,72441.45,588,Female,false
178,35,50774.09,369,Male,true
179,25,83378.11,348,Female,false
180,77,93087.61,360,Male,false
181,31,83343.5,490,Female,true
182,51,73524.54,489,Male,true
183,21,52596.37,547,Female,false
184,52,53133.35,532,Male,true
185,20,58490.77,717,Female,true
186,56,41656.09,415,Female,true
187,73,55375.45,453,Male,false
188,32,30310.38,571,Male,true
189,22,86158.89,339,Male,true
190,59,40588.93,583,Male,true
191,44,31660.87,369,Male,true
192,36,39671.01,722,Male,false
193,71,39557.72,520,Male,true
194,71,37752.66,482,Female,false
195,53,88443.52,810,Male,true
196,59,39989.51,773,Female,false
197,36,54377.79,727,Female,false
198,21,35205.02,345,Male,false
199,24,49396.25,551,Male,true
200,55,55115.63,321,Male,true
201,33,83726.32,393,Female,false
202,79,60147.22,310,Female,true
203,66,40513.73,550,Female,true
204,35,45344.42,380,Female,false
205,29,98891.93,594,Female,true
206,19,79301.93,388,Male,false
207,66,86536.58,496,Female,false
208,71,57476.62,444,Male,false
209,26,63938.92,524,Female,false
210,49,31481.85,596,Female,true
211,25,43299.76,370,Male,false
212,40,37998.15,360,Male,false
213,38,83183.42,806,Female,false
214,51,49256.83,684,Female,false
215,59,78484.91,809,Female,false
216,58,39208.01,516,Female,false
217,77,67407.86,536,Male,true
218,59,39947.97,783,Female,false
219,55,60470.54,736,Male,true
220,74,58955.71,468,Female,true
221,33,48864.45,472,Male,true
222,39,74825.03,478,Male,true
223,48,35301.96,399,Male,true
224,22,79311.26,599,Female,false
225,76,82460.48,772,Male,false
226,59,84295.33,487,Female,true
227,59,84383.98,546,Female,true
228,60,39073.81,412,Male,true
229,73,75780.25,369,Male,false
230,55,90112.09,820,Female,false
231,37,83877.9,680,Male,true
232,71,66510.69,303,Male,false
233,58,63634.58,311,Female,false
234,66,94396.29,630,Male,true
235,46,78935.9,398,Female,true
236,27,49569.75,752,Male,true
237,74,67847.48,773,Male,false
238,79,50943.71,517,Female,true
239,40,30225.17,756,Male,false
240,22,42605.35,427,Female,false
241,21,31462.3,702,Male,true
242,62,60221.15,779,Male,true
243,25,60969.18,827,Female,false
244,71,78082.52,626,Female,false
245,73,44701.65,348,Male,false
246,28,69882.9,496,Female,true
247,66,68238.68,808,Male,true
248,18,83543.88,432,Female,true
249,65,95480.26,794,Female,false
250,59,79882.82,489,Female,true
251,20,45559.69,692,Male,true
252,66,98806.01,519,Female,false
253,20,44063.27,544,Male,false
254,25,86671.77,520,Male,false
255,69,66680.03,481,Female,true
256,40,54591.83,482,Female,true
257,61,40007.3,363,Female,false
258,79,48668.24,743,Male,false
259,32,45518.4,522,Male,true
260,50,93330.12,479,Male,false
261,34,52701.34,526,Female,false
262,33,71193.71,517,Female,false
263,70,84814.21,839,Male,false
264,53,53793.61,563,Female,false
265,23,56395.49,359,Female,false
266,43,46694.65,453,Female,false
267,76,35649.59,741,Female,false
268,32,93272.09,835,Female,false
269,27,93173.77,577,Male,false
270,77,69434.29,599,Male,true
271,59,30520.54,664,Female,true
272,58,33719.4,772,Female,true
273,63,74482.22,343,Male,true
274,50,85816.68,671,Male,true
275,53,51949.85,700,Female,false
276,19,72618.21,844,Male,false
277,21,62237.96,345,Male,false
278,76,31833.75,664,Male,false
279,59,76485.22,846,Female,false
280,69,82679.14,312,Female,false
281,71,75744.78,600,Female,true
282,24,54536.23,329,Male,false
283,38,60842.67,743,Male,false
284,18,87724.01,646,Male,true
285,73,68177.59,484,Female,true
286,33,58914.29,670,Male,true
287,39,68761.88,320,Male,true
288,69,95236.33,607,Male,true
289,47,69519.39,580,Female,true
290,67,57040.06,583,Female,true
291,74,77506.97,383,Female,false
292,68,58397.45,428,Female,false
293,78,83169.02,766,Female,false
294,62,35081.3,556,Female,false
295,31,71786.69,511,Female,false
296,52,71784.08,478,Female,false
297,54,38710.89,840,Female,false
298,49,71061.71,429,Male,true
299,63,88984.69,794,Male,false
300,53,59077.12,318,Male,true
301,47,55405.51,531,Male,false
302,20,97255.97,481,Female,true
303,42,86582.92,726,Female,true
304,39,76801.4,474,Female,false
305,73,53948.2,821,Male,false
306,78,61132.61,397,Male,true
307,79,65325.38,778,Female,false
308,63,51565.66,780,Female,false
309,73,43298.09,602,Male,false
310,45,56257.5,566,Female,false
311,37,48219.0,468,Female,true
312,65,78901.65,603,Male,true
313,38,82803.71,601,Male,true
314,37,68722.27,609,Male,true
315,62,91950.88,585,Female,false
316,57,88752.56,559,Male,true
317,58,78453.52,790,Female,true
318,36,41285.08,536,Male,false
319,37,83252.48,823,Female,true
320,55,33810.16,664,Male,false
321,32,32143.86,353,Male,true
322,42,39455.73,409,Female,true
323,60,94461.15,814,Female,true
324,58,56814.43,320,Male,true
325,64,88928.09,328,Female,false
326,64,60069.8,339,Female,true
327,52,99725.14,497,Male,true
328,25,85124.93,713,Female,false
329,42,31418.57,428,Female,false
330,37,52669.66,438,Female,false
331,40,71463.71,621,Male,true
332,79,87064.61,604,Female,true
333,53,82405.24,597,Female,true
334,30,57497.61,648,Female,false
335,46,80803.7,497,Male,false
336,46,78241.35,717,Male,false
337,55,49276.72,386,Female,false
338,59,87275.73,555,Male,false
339,31,85069.4,774,Male,false
340,42,51352.12,309,Female,true
341,60,56500.0,516,Female,true
342,26,31933.23,307,Female,false
343,33,34965.06,763,Female,false
344,24,70848.63,493,Female,false
345,37,62567.84,777,Female,false
346,41,85327.57,616,Male,false
347,45,76206.51,317,Male,true
348,59,81967.69,478,Female,false
349,18,41108.33,806,Female,true
350,20,78102.24,507,Female,false
351,25,49975.88,764,Female,true
352,47,77010.03,356,Male,false
353,59,75177.4,448,Male,false
354,31,59405.3,311,Female,true
355,65,33570.01,329,Male,true
356,68,30410.94,533,Male,false
357,79,60917.68,802,Male,false
358,30,98459.62,451,Male,true
359,20,73536.56,743,Male,true
360,64,50098.23,307,Male,false
361,37,94815.05,710,Female,true
362,56,64900.39,499,Male,false
363,18,64119.21,800,Female,false
364,65,35440.38,557,Male,true
365,37,68436.34,578,Male,true
366,40,31653.32,309,Female,false
367,65,39732.7,396,Male,false
368,60,48195.9,682,Female,false
369,30,84066.9,649,Female,true
370,70,93848.33,448,Male,false
371,73,67352.51,496,Female,false
372,56,67030.68,592,Male,false
373,18,52537.37,348,Male,false
374,24,74812.16,670,Male,true
375,44,76869.0,622,Male,false
376,46,30761.88,473,Female,true
377,80,77782.84,633,Male,false
378,29,98079.53,661,Female,false
379,43,65971.64,625,Male,true
380,24,45862.52,496,Female,true
381,44,91081.56,484,Male,false
382,37,52112.7,339,Female,false
383,43,99302.65,368,Male,true
384,40,53387.98,800,Female,false
385,60,32636.51,403,Female,true
386,58,35703.73,675,Male,true
387,79,41160.13,559,Female,true
388,52,88717.96,747,Female,true
389,19,65691.45,700,Male,false
390,50,35457.6,766,Female,false
391,72,89406.84,804,Male,true
392,70,70809.45,579,Male,true
393,63,74375.83,507,Male,true
394,24,78529.11,361,Male,false
395,42,37773.18,669,Male,false
396,37,59626.2,444,Female,false
397,77,88082.57,489,Male,false
398,55,81757.97,653,Female,false
399,30,63049.97,799,Male,true
400,55,85053.96,632,Female,true
401,19,35966.23,570,Male,false
402,55,56918.08,614,Female,false
403,60,53319.68,682,Male,true
404,66,67125.06,363,Female,false
405,47,70222.67,519,Female,false
406,18,44809.26,764,Male,true
407,18,94721.89,804,Female,false
408,72,46890.78,592,Female,false
409,23,38535.1,600,Male,false
410,66,86605.9,730,Female,false
411,59,75632.95,522,Male,false
412,59,65586.26,466,Male,false
413,42,34225.76,325,Female,true
414,78,71669.88,463,Female,true
415,60,40629.14,740,Male,true
416,29,61642.96,697,Female,true
417,54,39007.18,519,Female,true
418,28,68402.61,384,Male,true
419,38,83827.03,311,Male,false
420,23,84013.3,683,Male,false
421,34,93961.52,362,Male,true
422,73,59957.83,447,Female,true
423,26,91429.71,405,Female,false
424,70,38279.87,747,Female,false
425,19,45528.02,747,Male,true
426,47,44251.69,549,Male,true
427,29,36721.43,698,Male,false
428,48,56269.46,739,Female,false
429,41,44752.69,489,Male,false
430,41,69768.4,827,Female,false
431,24,91495.63,306,Male,false
432,37,99272.88,498,Female,true
433,41,42338.73,684,Male,false
434,72,55254.38,348,Female,true
435,80,89107.06,356,Female,true
436,42,99798.41,613,Male,false
437,35,30450.43,589,Female,true
438,45,97150.11,313,Male,true
439,51,38109.56,632,Female,false
440,19,92852.42,806,Female,false
441,57,98928.07,571,Male,true
442,26,86396.11,649,Female,false
443,39,75048.23,716,Male,true
444,67,52975.7,690,Male,true
445,21,80395.73,670,Female,false
446,71,41111.33,565,Male,false
447,36,75091.75,735,Male,false
448,48,62719.38,406,Female,false
449,72,37109.76,796,Female,true
450,46,67560.31,650,Female,false
451,47,36726.72,606,Female,true
452,38,76578.31,423,Male,false
453,75,94876.45,365,Male,true
454,36,73887.47,814,Male,false
455,29,45585.99,529,Male,true
456,32,70561.66,410,Male,true
457,50,89141.38,660,Male,false
458,60,96447.83,530,Female,false
459,27,38341.04,656,Female,true
460,66,98925.34,350,Female,true
461,76,65001.46,533,Female,false
462,74,62731.27,692,Male,true
463,25,92278.68,328,Male,false
464,77,44522.99,786,Female,false
465,64,97015.12,473,Male,true
466,52,86115.47,302,Female,false
467,54,64653.19,807,Female,false
468,21,73046.81,475,Female,true
469,31,66919.87,749,Male,true
470,74,63788.87,601,Male,false
471,70,48500.81,837,Male,false
472,27,87722.24,809,Female,false
473,47,52373.75,378,Male,false
474,47,69858.79,401,Male,false
475,43,96012.79,593,Female,false
476,29,98057.08,803,Male,false
477,26,68844.36,798,Female,true
478,45,43571.79,360,Male,true
479,45,64041.14,461,Male,true
480,48,62329.08,566,Female,false
481,47,75719.28,743,Female,true
482,68,33751.09,383,Female,false
483,62,63719.82,778,Female,true
484,41,97657.47,343,Female,false
485,74,40924.87,389,Female,false
486,46,52571.27,781,Male,false
487,32,64870.77,420,Male,false
488,70,42272.2,797,Male,false
489,53,65484.09,662,Male,false
490,39,40943.35,655,Female,true
491,21,54750.02,629,Male,true
492,21,38215.62,730,Male,true
493,63,78978.57,441,Male,false
494,26,83807.61,544,Female,false
495,47,54756.33,310,Male,true
496,80,49840.05,558,Female,true
497,78,47778.31,405,Female,true
498,64,58827.82,754,Female,false
499,65,94507.25,513,Male,false
500,57,42740.37,830,Female,true
501,36,47891.64,408,Male,false
502,18,59015.54,549,Male,true
503,35,83347.17,673,Female,false
504,29,34630.98,663,Female,false
505,69,88958.07,437,Male,false
506,28,93097.2,638,Female,false
507,25,93265.32,576,Female,false
508,39,90695.09,841,Female,true
509,44,71242.3,494,Male,true
510,56,42838.84,719,Female,true
511,65,47162.96,744,Male,true
512,50,36108.08,677,Female,true
513,65,65612.28,733,Female,true
514,24,84567.79,546,Male,false
515,21,31475.88,448,Female,false
516,26,63551.66,675,Male,true
517,27,55777.88,322,Female,true
518,63,60871.98,427,Male,true
519,52,57415.13,365,Female,true
520,38,78909.09,844,Female,true
521,70,41803.62,326,Female,true
522,77,49149.16,318,Female,true
523,59,97900.37,636,Female,true
524,62,85707.07,513,Female,false
525,43,35706.34,806,Female,false
526,64,32592.25,483,Male,false
527,69,49763.01,644,Female,false
528,27,63946.07,466,Female,true
529,48,40898.19,586,Male,false
530,34,95840.47,832,Male,false
531,80,30024.78,423,Male,false
532,49,68354.74,675,Female,false
533,36,60392.17,530,Female,true
534,77,45214.13,524,Male,true
535,54,41434.91,828,Female,false
536,38,37217.98,368,Male,true
537,62,98980.03,322,Female,false
538,25,97262.11,805,Male,true
539,56,61897.53,319,Female,true
540,48,33943.95,511,Female,false
541,56,75585.56,694,Male,true
542,63,41097.23,735,Female,false
543,70,96211.54,776,Male,false
544,44,98117.7,720,Female,false
545,58,45658.49,541,Male,true
546,46,96570.62,385,Male,false
547,25,68008.67,408,Female,true
548,53,81729.34,809,Male,true
549,41,80691.55,594,Female,true
550,53,31445.17,525,Female,true
551,24,65052.78,783,Male,true
552,67,75878.87,365,Female,false
553,54,83122.2,609,Male,false
554,80,63317.5,516,Male,true
555,58,53298.83,743,Female,true
556,75,58367.71,458,Female,false
557,77,52052.41,497,Female,false
558,37,49510.7,467,Male,true
559,22,40934.99,558,Female,true
560,61,31829.85,710,Female,true
561,42,58580.82,388,Male,true
562,42,38773.63,487,Female,false
563,19,35293.3,301,Female,true
564,38,74252.62,409,Male,false
565,68,76454.64,408,Female,true
566,80,95669.28,710,Male,false
567,48,90443.93,714,Male,false
568,28,79238.33,528,Male,false
569,70,72893.63,553,Male,false
570,38,86033.19,448,Female,true
571,18,33120.69,835,Female,true
572,36,42287.01,831,Male,true
573,64,87327.35,664,Male,true
574,20,90630.3,601,Female,true
575,45,85968.77,768,Female,true
576,63,74172.11,696,Male,false
577,30,80810.33,838,Male,false
578,71,60408.19,521,Female,false
579,26,31481.64,511,Female,false
580,64,91039.12,545,Male,true
581,72,34857.3,845,Female,false
582,29,37085.72,518,Female,true
583,19,69886.59,356,Female,false
584,61,85009.55,384,Male,false
585,19,64700.66,475,Male,true
586,78,51093.24,642,Female,true
587,57,80038.84,647,Male,true
588,51,78602.7,659,Female,false
589,73,64349.93,356,Female,false
590,50,37717.85,451,Male,true
591,60,65910.58,773,Female,false
592,60,50785.06,644,Female,false
593,78,36881.91,354,Female,false
594,66,63118.0,606,Female,false
595,59,30874.96,473,Male,true
596,31,48462.36,686,Male,true
597,32,98532.19,715,Male,false
598,49,83577.36,332,Male,false
599,76,71473.64,433,Female,false
600,53,63554.56,821,Female,true
601,29,63829.01,501,Female,true
602,47,31022.73,569,Male,false
603,79,83780.55,687,Female,true
604,72,96325.54,322,Male,false
605,48,64954.96,680,Female,true
606,27,39432.29,321,Female,true
607,19,67351.77,549,Male,true
608,24,62318.21,509,Male,false
609,35,61097.03,656,Female,false
610,27,60416.29,622,Male,false
611,36,56380.0,534,Female,true
612,38,83385.52,476,Male,true
613,47,53463.83,597,Female,false
614,59,85802.79,613,Female,false
615,37,84893.98,811,Female,true
616,41,84162.86,391,Female,false
617,60,53681.88,325,Male,false
618,76,88297.87,657,Male,false
619,42,44056.24,364,Male,true
620,61,61186.41,618,Female,false
621,53,76853.2,490,Female,true
622,36,77046.86,713,Male,false
623,67,41119.33,721,Female,true
624,67,83221.87,373,Female,false
625,77,76455.15,495,Female,false
626,31,40281.84,412,Female,false
627,27,63280.71,361,Female,false
628,46,62262.74,446,Male,true
629,47,36495.65,543,Female,false
630,33,86864.38,526,Male,true
631,71,39863.31,676,Male,false
632,38,95847.0,677,Male,false
633,34,59833.21,438,Female,true
634,51,64672.92,730,Female,true
635,57,54715.34,365,Male,false
636,51,59341.92,842,Male,false
637,27,99609.0,644,Male,false
638,25,30415.84,417,Female,true
639,33,49843.8,580,Female,false
640,20,59964.07,673,Male,true
641,44,68100.8,455,Female,true
642,28,59133.85,486,Female,true
643,57,85562.65,635,Female,true
644,53,95700.45,457,Male,false
645,36,72841.3,395,Male,false
646,77,58007.87,599,Female,false
647,34,42588.25,800,Female,false
648,38,84585.12,539,Female,false
649,78,41359.46,368,Male,false
650,34,61796.1,394,Male,false
651,63,45073.01,579,Male,true
652,73,37713.74,521,Female,true
653,75,36995.21,822,Female,false
654,68,75002.16,419,Female,false
655,44,69877.14,708,Female,false
656,71,91227.87,607,Female,true
657,23,76524.94,846,Male,false
658,52,47975.41,404,Male,false
659,49,99746.32,841,Male,false
660,42,51266.44,338,Female,true
661,48,49073.45,401,Female,true
662,46,34889.06,531,Male,false
663,65,78767.68,462,Male,true
664,36,43833.05,317,Female,false
665,54,88168.66,740,Male,true
666,43,52676.46,614,Female,false
667,74,98560.75,343,Male,true
668,45,30825.17,430,Female,false
669,27,80745.3,451,Male,true
670,69,51977.21,622,Female,false
671,73,76010.9,672,Female,false
672,39,88399.5,714,Male,true
673,39,69649.94,437,Female,true
674,49,60267.66,586,Male,true
675,19,97765.54,470,Female,true
676,24,65692.1,558,Female,false
677,63,94754.77,818,Female,false
678,76,56674.74,400,Female,false
679,37,66214.18,685,Female,false
680,58,89352.77,428,Female,false
681,20,68121.19,309,Female,true
682,63,48153.04,444,Female,true
683,79,52107.55,303,Female,false
684,73,39894.49,444,Male,true
685,18,92433.79,452,Male,true
686,43,67680.41,633,Male,true
687,30,58255.77,681,Female,false
688,42,73346.94,793,Male,false
689,37,76380.22,510,Male,false
690,69,52846.28,635,Male,false
691,67,54090.49,355,Female,true
692,26,70414.55,718,Female,true
693,79,36259.81,473,Male,true
694,24,63117.77,380,Female,false
695,22,62775.3,551,Male,true
696,30,77981.98,438,Female,false
697,28,30093.54,686,Male,true
698,79,89132.67,848,Female,true
699,63,50894.33,469,Female,true
700,76,70741.68,727,Female,true
701,60,58761.82,410,Male,true
702,53,60838.96,473,Female,false
703,33,60982.61,399,Female,true
704,34,47337.1,618,Male,true
705,34,47842.73,636,Male,false
706,47,41974.91,596,Female,false
707,48,73456.2,707,Female,false
708,23,84093.0,733,Female,true
709,45,89863.31,740,Female,false
710,58,80779.64,351,Female,true
711,66,46202.42,658,Female,true
712,33,49859.11,654,Male,false
713,58,99895.68,673,Male,false
714,24,96799.7,586,Male,false
715,80,59779.24,438,Male,false
716,42,85787.08,476,Male,false
717,33,85105.46,750,Female,true
718,75,67802.8,321,Female,false
719,38,63831.31,552,Male,true
720,74,93615.32,563,Female,false
721,49,72327.26,526,Male,true
722,20,72799.45,784,Female,true
723,68,90266.42,584,Male,false
724,18,78146.36,461,Female,false
725,26,64511.35,559,Female,true
726,75,78727.45,641,Female,false
727,58,30208.14,690,Female,false
728,41,99092.35,515,Female,true
729,36,88355.01,583,Male,false
730,52,52625.33,368,Male,false
731,78,44899.98,808,Male,false
732,25,33137.39,342,Female,true
733,60,50276.13,624,Male,true
734,80,64057.07,704,Female,false
735,44,65098.61,372,Female,true
736,36,95700.58,319,Male,true
737,40,39684.11,452,Female,false
738,29,75840.73,408,Female,true
739,66,96626.91,367,Male,false
740,80,49392.45,416,Female,true
741,18,46591.88,544,Female,true
742,68,35905.34,521,Male,true
743,39,84621.01,317,Female,true
744,74,73239.83,301,Male,false
745,56,86308.58,656,Male,true
746,46,94503.93,594,Male,false
747,49,35397.3,592,Female,false
748,60,49319.46,430,Male,false
749,28,56275.94,532,Male,true
750,64,89424.79,499,Female,true
751,18,62607.94,691,Male,true
752,70,51103.89,752,Male,false
753,22,49522.2,382,Female,false
754,30,66417.29,819,Female,true
755,61,62645.35,828,Female,true
756,25,34848.33,795,Female,false
757,73,71360.06,380,Male,true
758,51,70534.66,762,Female,false
759,61,59807.36,355,Female,false
760,34,32928.22,784,Male,false
761,35,74470.2,550,Female,true
762,74,73866.83,536,Male,false
763,26,90223.48,753,Male,false
764,58,91929.48,494,Female,true
765,60,40965.56,795,Female,false
766,76,43785.49,563,Female,false
767,25,91367.89,381,Male,false
768,21,80563.61,511,Female,false
769,44,36072.82,612,Female,true
770,71,92487.49,611,Male,true
771,50,44265.57,633,Female,true
772,43,93594.96,450,Male,false
773,75,76289.41,409,Female,false
774,70,54562.74,591,Female,false
775,76,51500.09,376,Male,false
776,54,51473.41,712,Female,false
777,40,72875.72,378,Male,false
778,75,46168.77,802,Male,false
779,68,81470.99,776,Female,true
780,26,45346.82,835,Female,false
781,64,40177.01,333,Female,true
782,59,68898.28,317,Female,true
783,80,81163.85,357,Male,false
784,71,80077.36,786,Male,true
785,71,52587.86,385,Male,false
786,35,68118.95,823,Male,true
787,63,49184.52,438,Female,true
788,40,35371.79,315,Male,false
789,46,75304.67,532,Male,false
790,27,55272.66,310,Female,true
791,48,58401.63,481,Female,true
792,53,37674.95,848,Male,true
793,55,80089.3,584,Female,false
794,29,82819.22,626,Female,true
795,45,93588.26,321,Female,false
796,72,96842.96,557,Female,false
797,72,73169.03,601,Male,true
798,61,46668.09,612,Male,true
799,62,69245.95,820,Male,true
800,62,53113.66,390,Female,true
801,44,86500.69,353,Female,false
802,74,46194.23,311,Female,false
803,61,70784.44,382,Male,true
804,46,51740.81,638,Female,true
805,57,59951.22,693,Male,true
806,80,83948.96,626,Female,false
807,44,43027.39,609,Male,true
808,47,42546.56,330,Female,true
809,73,82853.87,668,Male,false
810,39,95100.37,578,Female,true
811,51,73737.6,457,Female,true
812,72,82181.55,651,Male,true
813,23,81844.69,327,Male,true
814,18,63558.26,373,Female,false
815,54,31815.8,329,Female,true
816,67,90342.05,341,Female,false
817,72,41880.41,316,Female,true
818,56,58837.37,362,Male,false
819,19,99546.34,759,Male,true
820,53,68967.93,697,Male,true
821,44,47382.68,620,Female,true
822,50,79822.52,500,Female,false
823,76,49315.73,316,Male,false
824,46,45069.48,817,Female,true
825,29,58186.42,554,Male,false
826,41,70661.41,341,Female,false
827,57,45376.54,635,Male,false
828,28,90529.68,801,Male,true
829,68,76842.36,723,Female,false
830,55,60989.86,398,Female,true
831,44,55917.49,777,Male,false
832,72,54403.94,475,Female,false
833,76,94360.83,613,Male,true
834,65,75924.83,331,Female,false
835,61,67464.67,377,Male,true
836,31,31407.03,374,Male,true
837,19,86941.53,751,Female,true
838,68,53868.26,758,Male,true
839,47,54742.95,369,Female,false
840,39,63188.99,390,Male,true
841,39,38917.98,380,Male,true
842,37,44988.6,745,Male,false
843,51,35349.87,422,Male,true
844,19,72115.02,557,Male,false
845,50,97686.08,763,Female,true
846,74,92139.36,390,Female,false
847,27,62287.62,558,Female,false
848,28,74124.26,802,Male,true
849,58,66484.51,489,Female,false
850,43,89481.66,456,Female,false
851,29,42810.47,824,Male,false
852,47,72424.4,458,Female,false
853,63,62368.14,550,Female,true
854,48,61222.78,356,Male,false
855,72,62096.54,723,Female,true
856,46,67977.93,570,Male,true
857,51,59742.21,533,Male,true
858,78,30957.45,834,Female,false
859,57,35616.18,689,Male,true
860,66,76314.4,615,Female,false
861,67,46753.15,548,Female,false
862,66,95765.8,721,Male,true
863,45,91478.44,540,Male,true
864,51,40298.42,333,Female,false
865,36,79169.49,765,Male,false
866,54,68947.63,601,Male,false
867,57,60054.78,402,Male,false
868,61,49899.81,511,Male,true
869,55,48615.35,473,Female,true
870,40,81690.22,437,Female,false
871,66,87656.99,678,Male,false
872,59,54600.36,709,Female,false
